,client_id,activity,frequency,monetary,activity_score,monetary_score,frequency_score,AFM_score,segment
4148,779741883,11,3,4274,4,4,4,44,loyal_customers
4149,780657708,9,3,3520,3,3,4,43,potential_loyalists
4150,771342183,9,2,2314,3,2,2,23,at risk
4151,712901283,9,2,1464,3,1,2,23,at risk
4152,802101858,9,3,4220,3,3,4,43,potential_loyalists
4153,718473558,9,4,1402,3,1,5,53,potential_loyalists
4154,743590608,9,4,4233,3,3,5,53,potential_loyalists
4155,720146733,8,2,4114,3,3,2,23,at risk
4156,788252358,8,2,3529,3,3,2,23,at risk
4157,717740658,10,4,4134,4,3,5,54,champions
4158,714567708,9,3,4421,3,4,4,43,potential_loyalists
4159,711208083,9,2,4455,3,4,2,23,at risk
4160,709708233,8,2,1695,3,1,2,23,at risk
4161,709957158,11,2,3942,4,3,2,24,at risk
4162,828288333,11,3,3756,4,3,4,44,loyal_customers
4163,709178733,10,3,2281,4,2,4,44,loyal_customers
4164,721325133,11,3,4503,4,4,4,44,loyal_customers
4165,816606333,9,4,4218,3,3,5,53,potential_loyalists
4166,720454158,10,2,2840,4,2,2,24,at risk
4167,717444558,11,3,5237,4,5,4,44,loyal_customers
4168,816756783,10,3,4106,4,3,4,44,loyal_customers
4169,715474833,10,2,4389,4,4,2,24,at risk
4170,718271958,11,4,4465,4,4,5,54,champions
4171,708924783,11,0,4024,4,3,1,14,at risk
4172,717669483,9,1,1737,3,1,1,13,at risk
4173,809360883,11,1,3160,4,2,1,14,at risk
4174,717176508,9,4,4171,3,3,5,53,potential_loyalists
4175,711571383,11,1,4434,4,4,1,14,at risk
4176,713444058,11,1,3381,4,3,1,14,at risk
4177,713253858,10,3,2176,4,2,4,44,loyal_customers
4178,719609433,9,2,4671,3,4,2,23,at risk
4179,797234508,10,4,1481,4,1,5,54,champions
4180,714537258,10,1,3779,4,3,1,14,at risk
4181,793412958,11,3,4382,4,4,4,44,loyal_customers
4182,714680208,9,4,4533,3,4,5,53,potential_loyalists
4183,715240683,10,3,3718,4,3,4,44,loyal_customers
4184,803796708,8,4,1097,3,1,5,53,potential_loyalists
4185,717368208,10,4,2138,4,2,5,54,champions
4186,802662858,11,4,3495,4,3,5,54,champions
4187,780206958,10,2,4228,4,3,2,24,at risk
4188,779906658,10,4,3142,4,2,5,54,champions
4189,772341783,10,6,1801,4,1,5,54,champions
4190,711491283,9,0,2959,3,2,1,13,at risk
4191,720211533,10,3,4713,4,4,4,44,loyal_customers
4192,715409733,10,3,2385,4,2,4,44,loyal_customers
4193,710974308,9,4,3587,3,3,5,53,potential_loyalists
4194,715732533,11,3,2108,4,2,4,44,loyal_customers
4195,713722608,11,4,1757,4,1,5,54,champions
4196,709101258,10,2,2180,4,2,2,24,at risk
4197,708588408,10,2,4421,4,4,2,24,at risk
4198,721427358,11,3,2108,4,2,4,44,loyal_customers
4199,717099408,9,2,4583,3,4,2,23,at risk
4200,715155033,11,4,5224,4,5,5,54,champions
4201,789586833,10,1,4053,4,3,1,14,at risk
4202,709338633,8,3,1542,3,1,4,43,potential_loyalists
4203,714106833,9,1,4239,3,3,1,13,at risk
4204,741116058,10,4,2144,4,2,5,54,champions
4205,813755658,10,1,3598,4,3,1,14,at risk
4206,718855983,9,4,4010,3,3,5,53,potential_loyalists
4207,711245433,9,3,2281,3,2,4,43,potential_loyalists
4208,814219008,10,2,3953,4,3,2,24,at risk
4209,711916533,11,2,4734,4,4,2,24,at risk
4210,715182108,11,3,4626,4,4,4,44,loyal_customers
4211,717078933,10,4,4256,4,3,5,54,champions
4212,719491233,10,3,4313,4,4,4,44,loyal_customers
4213,789520533,9,2,4551,3,4,2,23,at risk
4214,714738033,9,2,5428,3,5,2,23,at risk
4215,718576908,11,3,4305,4,4,4,44,loyal_customers
4216,715093383,11,3,4450,4,4,4,44,loyal_customers
4217,717195933,10,3,2431,4,2,4,44,loyal_customers
4218,747107508,9,1,4269,3,4,1,13,at risk
4219,717920583,10,2,4673,4,4,2,24,at risk
4220,710516283,11,4,4134,4,3,5,54,champions
4221,787593558,9,0,3740,3,3,1,13,at risk
4222,778747608,9,2,4022,3,3,2,23,at risk
4223,714431058,10,4,4342,4,4,5,54,champions
4224,708801108,12,3,2113,5,2,4,45,loyal_customers
4225,715948833,10,4,5031,4,5,5,54,champions
4226,770667408,11,3,4768,4,4,4,44,loyal_customers
4227,823590483,11,1,4027,4,3,1,14,at risk
4228,710635083,11,2,3475,4,3,2,24,at risk
4229,716408058,9,4,3673,3,3,5,53,potential_loyalists
4230,713803158,11,3,4611,4,4,4,44,loyal_customers
4231,713593683,9,3,3504,3,3,4,43,potential_loyalists
4232,709339758,10,3,3778,4,3,4,44,loyal_customers
4233,789382758,9,3,2050,3,2,4,43,potential_loyalists
4234,813427833,10,1,4812,4,4,1,14,at risk
4235,717846108,9,2,3734,3,3,2,23,at risk
4236,720968583,11,2,3226,4,3,2,24,at risk
4237,721437333,10,2,2027,4,2,2,24,at risk
4238,709134333,10,3,4674,4,4,4,44,loyal_customers
4239,712630608,9,4,4430,3,4,5,53,potential_loyalists
4240,712404483,9,1,5189,3,5,1,13,at risk
4241,717812133,11,3,4006,4,3,4,44,loyal_customers
4242,714926508,8,2,2275,3,2,2,23,at risk
4243,771474108,10,2,4455,4,4,2,24,at risk
4244,709774608,9,4,3464,3,3,5,53,potential_loyalists
4245,718802283,10,1,4128,4,3,1,14,at risk
4246,711626658,9,4,1971,3,2,5,53,potential_loyalists
4247,789354783,9,0,4286,3,4,1,13,at risk
4248,720486408,9,0,4436,3,4,1,13,at risk
4249,717793983,9,1,2503,3,2,1,13,at risk
4250,718582158,9,4,4183,3,3,5,53,potential_loyalists
4251,713127708,11,4,3766,4,3,5,54,champions
4252,717112533,10,0,4058,4,3,1,14,at risk
4253,713681433,10,4,5007,4,5,5,54,champions
4254,718846008,9,1,3900,3,3,1,13,at risk
4255,714119283,9,3,2257,3,2,4,43,potential_loyalists
4256,713056083,10,4,4037,4,3,5,54,champions
4257,718538958,9,4,4564,3,4,5,53,potential_loyalists
4258,710353233,9,2,4288,3,4,2,23,at risk
4259,713853858,10,2,2589,4,2,2,24,at risk
4260,710342508,9,4,4004,3,3,5,53,potential_loyalists
4261,787563858,10,3,3553,4,3,4,44,loyal_customers
4262,799239033,9,4,2279,3,2,5,53,potential_loyalists
4263,710733183,11,2,3631,4,3,2,24,at risk
4264,718489608,10,2,4668,4,4,2,24,at risk
4265,758824608,10,4,3370,4,3,5,54,champions
4266,780984408,9,3,4070,3,3,4,43,potential_loyalists
4267,814483608,9,3,1860,3,1,4,43,potential_loyalists
4268,708848208,9,2,4223,3,3,2,23,at risk
4269,719713683,10,2,4921,4,4,2,24,at risk
4270,715514133,9,4,1973,3,2,5,53,potential_loyalists
4271,715955208,9,2,4530,3,4,2,23,at risk
4272,794707083,10,4,2131,4,2,5,54,champions
4273,805313808,10,3,2409,4,2,4,44,loyal_customers
4274,772922883,9,4,1874,3,1,5,53,potential_loyalists
4275,715716333,10,2,4273,4,4,2,24,at risk
4276,714502458,10,4,3748,4,3,5,54,champions
4277,712444533,10,0,3880,4,3,1,14,at risk
4278,797748708,9,4,5001,3,5,5,53,potential_loyalists
4279,780203883,9,2,4375,3,4,2,23,at risk
4280,720616908,11,2,3918,4,3,2,24,at risk
4281,817038333,9,4,4042,3,3,5,53,potential_loyalists
4282,713333433,8,4,1477,3,1,5,53,potential_loyalists
4283,710820783,11,2,4246,4,3,2,24,at risk
4284,720338658,10,2,2998,4,2,2,24,at risk
4285,803938908,10,2,4546,4,4,2,24,at risk
4286,787921383,8,4,1461,3,1,5,53,potential_loyalists
4287,787849833,10,0,4205,4,3,1,14,at risk
4288,721143258,8,3,4804,3,4,4,43,potential_loyalists
4289,709335558,9,3,3367,3,3,4,43,potential_loyalists
4290,806619333,10,3,5154,4,5,4,44,loyal_customers
4291,719378658,9,4,4745,3,4,5,53,potential_loyalists
4292,720670458,11,3,3496,4,3,4,44,loyal_customers
4293,716955783,10,2,4418,4,4,2,24,at risk
4294,817970208,9,2,4501,3,4,2,23,at risk
4295,708506508,9,2,4887,3,4,2,23,at risk
4296,750147483,11,4,5320,4,5,5,54,champions
4297,715540233,11,2,4615,4,4,2,24,at risk
4298,807584958,10,5,1882,4,1,5,54,champions
4299,720686583,9,4,4487,3,4,5,53,potential_loyalists
4300,820637433,10,3,4041,4,3,4,44,loyal_customers
4301,716346183,6,3,4169,1,3,4,41,promising
4302,715405758,12,4,2383,5,2,5,55,champions
4303,710094108,10,3,5212,4,5,4,44,loyal_customers
4304,713168733,9,3,3887,3,3,4,43,potential_loyalists
4305,708614058,10,4,3870,4,3,5,54,champions
4306,718088133,11,0,1901,4,1,1,14,at risk
4307,720614658,8,2,3879,3,3,2,23,at risk
4308,716695533,9,3,3875,3,3,4,43,potential_loyalists
4309,717091533,10,3,4253,4,3,4,44,loyal_customers
4310,713231658,10,3,3744,4,3,4,44,loyal_customers
4311,715675458,11,2,3837,4,3,2,24,at risk
4312,712463883,10,3,3342,4,3,4,44,loyal_customers
4313,708489258,9,3,3561,3,3,4,43,potential_loyalists
4314,708403308,11,3,4392,4,4,4,44,loyal_customers
4315,769684158,9,2,3763,3,3,2,23,at risk
4316,710349258,10,2,4133,4,3,2,24,at risk
4317,713940033,11,3,3514,4,3,4,44,loyal_customers
4318,713482608,11,2,4060,4,3,2,24,at risk
4319,714571008,10,3,4553,4,4,4,44,loyal_customers
4320,715354008,11,2,3785,4,3,2,24,at risk
4321,819363708,10,3,3909,4,3,4,44,loyal_customers
4322,712014708,11,2,4518,4,4,2,24,at risk
4323,788717358,10,2,3432,4,3,2,24,at risk
4324,710413533,9,3,4785,3,4,4,43,potential_loyalists
4325,718515483,9,5,3289,3,3,5,53,potential_loyalists
4326,715059258,8,4,4245,3,3,5,53,potential_loyalists
4327,713852958,9,3,3893,3,3,4,43,potential_loyalists
4328,767835558,11,3,3536,4,3,4,44,loyal_customers
4329,721531683,11,3,4076,4,3,4,44,loyal_customers
4330,720660558,9,4,4770,3,4,5,53,potential_loyalists
4331,814845933,9,3,3628,3,3,4,43,potential_loyalists
4332,773155533,9,3,4739,3,4,4,43,potential_loyalists
4333,711199908,11,2,3057,4,2,2,24,at risk
4334,721398858,9,4,4160,3,3,5,53,potential_loyalists
4335,715664808,9,3,2427,3,2,4,43,potential_loyalists
4336,715500558,11,4,4120,4,3,5,54,champions
4337,719239158,9,2,3912,3,3,2,23,at risk
4338,820633833,10,4,4074,4,3,5,54,champions
4339,720551733,9,6,2631,3,2,5,53,potential_loyalists
4340,718487958,9,0,3971,3,3,1,13,at risk
4341,710533233,9,4,2139,3,2,5,53,potential_loyalists
4342,778878633,9,1,3400,3,3,1,13,at risk
4343,720197058,9,4,2505,3,2,5,53,potential_loyalists
4344,716317458,9,3,1723,3,1,4,43,potential_loyalists
4345,718569258,9,3,4170,3,3,4,43,potential_loyalists
4346,711649908,9,2,4208,3,3,2,23,at risk
4347,720879708,10,4,2853,4,2,5,54,champions
4348,815761908,9,2,3722,3,3,2,23,at risk
4349,711850533,11,4,4272,4,4,5,54,champions
4350,721028283,11,3,3353,4,3,4,44,loyal_customers
4351,710763783,11,3,3676,4,3,4,44,loyal_customers
4352,720432858,11,3,3471,4,3,4,44,loyal_customers
4353,772525308,10,4,3651,4,3,5,54,champions
4354,767354208,10,1,3993,4,3,1,14,at risk
4355,715670058,10,4,3806,4,3,5,54,champions
4356,713856708,11,2,4327,4,4,2,24,at risk
4357,758086458,9,4,4111,3,3,5,53,potential_loyalists
4358,717035283,9,4,2216,3,2,5,53,potential_loyalists
4359,709604958,9,4,3480,3,3,5,53,potential_loyalists
4360,714931458,10,3,4102,4,3,4,44,loyal_customers
4361,711047658,10,2,4775,4,4,2,24,at risk
4362,718110858,9,5,2628,3,2,5,53,potential_loyalists
4363,716385858,10,4,4921,4,4,5,54,champions
4364,708812133,9,0,4110,3,3,1,13,at risk
4365,787655058,10,3,4254,4,3,4,44,loyal_customers
4366,803113383,8,3,2222,3,2,4,43,potential_loyalists
4367,721273008,9,4,1739,3,1,5,53,potential_loyalists
4368,715762083,9,2,2525,3,2,2,23,at risk
4369,711629733,9,1,3282,3,3,1,13,at risk
4370,718410258,8,4,4207,3,3,5,53,potential_loyalists
4371,719745558,10,2,4626,4,4,2,24,at risk
4372,820282383,9,3,2000,3,2,4,43,potential_loyalists
4373,793543758,10,4,4601,4,4,5,54,champions
4374,778224858,9,4,4589,3,4,5,53,potential_loyalists
4375,712555233,11,2,2023,4,2,2,24,at risk
4376,718516533,10,3,3944,4,3,4,44,loyal_customers
4377,708923658,10,2,4466,4,4,2,24,at risk
4378,717708783,9,4,4303,3,4,5,53,potential_loyalists
4379,780688383,10,3,3534,4,3,4,44,loyal_customers
4380,718821783,11,3,4697,4,4,4,44,loyal_customers
4381,718163808,9,4,4809,3,4,5,53,potential_loyalists
4382,712693908,8,1,1871,3,1,1,13,at risk
4383,711286533,11,2,5067,4,5,2,24,at risk
4384,711655683,10,4,2996,4,2,5,54,champions
4385,718188858,11,2,4964,4,5,2,24,at risk
4386,718514283,10,2,3895,4,3,2,24,at risk
4387,708642708,10,3,1484,4,1,4,44,loyal_customers
4388,811475733,10,3,2432,4,2,4,44,loyal_customers
4389,712089108,9,3,4631,3,4,4,43,potential_loyalists
4390,710761533,10,3,4190,4,3,4,44,loyal_customers
4391,714963558,10,3,4374,4,4,4,44,loyal_customers
4392,714834258,10,4,4343,4,4,5,54,champions
4393,713788083,10,5,1897,4,1,5,54,champions
4394,719583558,10,3,4710,4,4,4,44,loyal_customers
4395,744705408,9,2,4241,3,3,2,23,at risk
4396,713240133,9,1,5099,3,5,1,13,at risk
4397,815015283,10,2,4025,4,3,2,24,at risk
4398,718072758,10,1,4030,4,3,1,14,at risk
4399,709127808,10,1,3502,4,3,1,14,at risk
4400,715080258,10,3,4814,4,4,4,44,loyal_customers
4401,709567758,11,2,3339,4,3,2,24,at risk
4402,780067158,9,3,1907,3,1,4,43,potential_loyalists
4403,715357308,11,2,3512,4,3,2,24,at risk
4404,720559908,11,4,4900,4,4,5,54,champions
4405,720339558,11,2,3887,4,3,2,24,at risk
4406,809599158,9,4,1626,3,1,5,53,potential_loyalists
4407,793269933,9,2,4540,3,4,2,23,at risk
4408,809978733,10,3,4415,4,4,4,44,loyal_customers
4409,788996058,10,4,3841,4,3,5,54,champions
4410,712575708,11,4,4455,4,4,5,54,champions
4411,789625383,9,3,3543,3,3,4,43,potential_loyalists
4412,719730258,10,3,3819,4,3,4,44,loyal_customers
4413,793717608,10,0,3592,4,3,1,14,at risk
4414,709798908,9,4,2611,3,2,5,53,potential_loyalists
4415,716077458,10,4,3188,4,2,5,54,champions
4416,813435108,10,1,4726,4,4,1,14,at risk
4417,708084558,9,3,1447,3,1,4,43,potential_loyalists
4418,719880408,9,1,3992,3,3,1,13,at risk
4419,719343633,9,3,4900,3,4,4,43,potential_loyalists
4420,718711158,10,3,2680,4,2,4,44,loyal_customers
4421,717443658,9,1,4715,3,4,1,13,at risk
4422,715976433,10,4,4212,4,3,5,54,champions
4423,719038008,10,2,4862,4,4,2,24,at risk
4424,709143183,10,4,2538,4,2,5,54,champions
4425,710186958,9,4,4431,3,4,5,53,potential_loyalists
4426,709274583,9,1,4806,3,4,1,13,at risk
4427,816864483,10,2,4003,4,3,2,24,at risk
4428,708271833,10,3,3464,4,3,4,44,loyal_customers
4429,821759658,10,3,2014,4,2,4,44,loyal_customers
4430,820920408,10,2,4012,4,3,2,24,at risk
4431,718403358,10,1,3912,4,3,1,14,at risk
4432,713476758,11,1,4309,4,4,1,14,at risk
4433,720690933,11,3,4279,4,4,4,44,loyal_customers
4434,719252583,10,1,4642,4,4,1,14,at risk
4435,712783083,10,3,2013,4,2,4,44,loyal_customers
4436,771204108,11,0,3896,4,3,1,14,at risk
4437,817247658,10,3,3814,4,3,4,44,loyal_customers
4438,821749608,9,3,1937,3,2,4,43,potential_loyalists
4439,714389883,9,1,4275,3,4,1,13,at risk
4440,713648208,10,2,4624,4,4,2,24,at risk
4441,826261008,9,2,2054,3,2,2,23,at risk
4442,824163333,10,4,4307,4,4,5,54,champions
4443,709444983,10,3,1460,4,1,4,44,loyal_customers
4444,711154908,10,2,4319,4,4,2,24,at risk
4445,769575783,9,3,2644,3,2,4,43,potential_loyalists
4446,720334833,11,2,4719,4,4,2,24,at risk
4447,709563258,9,2,2108,3,2,2,23,at risk
4448,708205083,8,3,4815,3,4,4,43,potential_loyalists
4449,715276683,11,4,5495,4,5,5,54,champions
4450,721254858,11,1,3857,4,3,1,14,at risk
4451,712257258,10,5,1441,4,1,5,54,champions
4452,789616158,11,3,3444,4,3,4,44,loyal_customers
4453,708773583,10,0,3987,4,3,1,14,at risk
4454,711110733,10,1,3355,4,3,1,14,at risk
4455,714043008,9,4,4310,3,4,5,53,potential_loyalists
4456,780602733,10,3,3221,4,3,4,44,loyal_customers
4457,823557333,9,3,4457,3,4,4,43,potential_loyalists
4458,772825308,10,3,4231,4,3,4,44,loyal_customers
4459,713251008,9,1,3921,3,3,1,13,at risk
4460,711175083,10,3,2999,4,2,4,44,loyal_customers
4461,756477333,9,1,4793,3,4,1,13,at risk
4462,712294983,10,4,4496,4,4,5,54,champions
4463,717023508,11,2,4883,4,4,2,24,at risk
4464,709869708,11,4,4037,4,3,5,54,champions
4465,772133808,7,0,4342,2,4,1,12,hibernating
4466,768196008,10,3,3094,4,2,4,44,loyal_customers
4467,708916083,10,3,2510,4,2,4,44,loyal_customers
4468,789526458,10,1,3965,4,3,1,14,at risk
4469,716079708,10,2,4647,4,4,2,24,at risk
4470,720087708,9,2,5245,3,5,2,23,at risk
4471,714259533,11,3,5001,4,5,4,44,loyal_customers
4472,714691683,11,4,4942,4,5,5,54,champions
4473,768420558,9,4,3365,3,3,5,53,potential_loyalists
4474,778364583,10,3,1656,4,1,4,44,loyal_customers
4475,719186433,10,2,3793,4,3,2,24,at risk
4476,719951208,9,2,4366,3,4,2,23,at risk
4477,720182658,10,3,4473,4,4,4,44,loyal_customers
4478,789022233,7,2,4457,2,4,2,22,hibernating
4479,778353183,10,3,5155,4,5,4,44,loyal_customers
4480,713789883,11,1,5116,4,5,1,14,at risk
4481,773018583,11,2,4717,4,4,2,24,at risk
4482,771354633,9,4,3292,3,3,5,53,potential_loyalists
4483,717308433,9,3,2253,3,2,4,43,potential_loyalists
4484,712271958,10,3,3672,4,3,4,44,loyal_customers
4485,716736858,9,2,3774,3,3,2,23,at risk
4486,713796033,9,3,1900,3,1,4,43,potential_loyalists
4487,710812533,10,3,1987,4,2,4,44,loyal_customers
4488,782555058,10,3,4432,4,4,4,44,loyal_customers
4489,714864333,11,2,1370,4,1,2,24,at risk
4490,787918158,10,4,4106,4,3,5,54,champions
4491,779070033,8,2,3974,3,3,2,23,at risk
4492,789945933,9,1,3560,3,3,1,13,at risk
4493,720810783,9,3,2310,3,2,4,43,potential_loyalists
4494,715627833,10,0,4539,4,4,1,14,at risk
4495,809538783,10,3,4109,4,3,4,44,loyal_customers
4496,715987758,10,1,3081,4,2,1,14,at risk
4497,711967158,9,1,4359,3,4,1,13,at risk
4498,712325433,10,2,4131,4,3,2,24,at risk
4499,716470683,11,3,4827,4,4,4,44,loyal_customers
4500,713289183,10,1,4270,4,4,1,14,at risk
4501,711549408,11,3,4126,4,3,4,44,loyal_customers
4502,709523508,11,2,4836,4,4,2,24,at risk
4503,717578358,11,1,4334,4,4,1,14,at risk
4504,711673983,11,2,4537,4,4,2,24,at risk
4505,713388108,10,3,2162,4,2,4,44,loyal_customers
4506,715679733,10,4,3462,4,3,5,54,champions
4507,779694183,10,4,3833,4,3,5,54,champions
4508,788544108,9,0,4037,3,3,1,13,at risk
4509,715583283,11,4,4068,4,3,5,54,champions
4510,719917233,9,2,1828,3,1,2,23,at risk
4511,717103758,12,2,2616,5,2,2,25,cant_loose
4512,714621183,9,4,4512,3,4,5,53,potential_loyalists
4513,721365033,10,4,2095,4,2,5,54,champions
4514,712999008,11,1,4316,4,4,1,14,at risk
4515,780790008,9,2,3967,3,3,2,23,at risk
4516,779499933,11,1,4300,4,4,1,14,at risk
4517,717200508,11,3,4734,4,4,4,44,loyal_customers
4518,716995083,10,4,4218,4,3,5,54,champions
4519,718137183,10,3,5379,4,5,4,44,loyal_customers
4520,787507833,10,1,4507,4,4,1,14,at risk
4521,810974958,9,2,2447,3,2,2,23,at risk
4522,717967833,11,0,4757,4,4,1,14,at risk
4523,712267983,9,3,2477,3,2,4,43,potential_loyalists
4524,717376758,9,1,4108,3,3,1,13,at risk
4525,718250883,9,3,2312,3,2,4,43,potential_loyalists
4526,717491058,10,3,4012,4,3,4,44,loyal_customers
4527,802243458,9,2,1759,3,1,2,23,at risk
4528,714485508,10,4,3906,4,3,5,54,champions
4529,711377808,9,2,4360,3,4,2,23,at risk
4530,718565733,10,4,4423,4,4,5,54,champions
4531,712723608,10,4,3999,4,3,5,54,champions
4532,789948408,11,4,5220,4,5,5,54,champions
4533,734909358,11,1,4354,4,4,1,14,at risk
4534,719267283,11,0,4598,4,4,1,14,at risk
4535,780684933,11,3,4887,4,4,4,44,loyal_customers
4536,720330558,10,3,2048,4,2,4,44,loyal_customers
4537,720784833,9,1,1884,3,1,1,13,at risk
4538,789059958,10,4,3574,4,3,5,54,champions
4539,797138883,10,3,3966,4,3,4,44,loyal_customers
4540,721448283,9,1,2579,3,2,1,13,at risk
4541,710552733,9,2,2335,3,2,2,23,at risk
4542,742778358,11,4,4014,4,3,5,54,champions
4543,713933658,6,2,4118,1,3,2,21,hibernating
4544,788142483,9,1,4699,3,4,1,13,at risk
4545,789705408,11,2,3739,4,3,2,24,at risk
4546,780378633,9,4,3412,3,3,5,53,potential_loyalists
4547,817422408,10,3,4110,4,3,4,44,loyal_customers
4548,781297983,10,3,3525,4,3,4,44,loyal_customers
4549,710671608,9,4,3961,3,3,5,53,potential_loyalists
4550,719967708,11,4,3592,4,3,5,54,champions
4551,711879633,11,2,4480,4,4,2,24,at risk
4552,716444733,9,4,4271,3,4,5,53,potential_loyalists
4553,718460958,9,4,4498,3,4,5,53,potential_loyalists
4554,789953733,11,3,4519,4,4,4,44,loyal_customers
4555,770278833,11,3,3924,4,3,4,44,loyal_customers
4556,787291308,10,4,4389,4,4,5,54,champions
4557,710644158,9,1,4293,3,4,1,13,at risk
4558,717095733,9,4,4284,3,4,5,53,potential_loyalists
4559,813338733,10,2,4477,4,4,2,24,at risk
4560,787536933,10,3,4768,4,4,4,44,loyal_customers
4561,714384783,9,3,2017,3,2,4,43,potential_loyalists
4562,713847858,9,3,1849,3,1,4,43,potential_loyalists
4563,809809008,11,2,4570,4,4,2,24,at risk
4564,719446833,11,3,4214,4,3,4,44,loyal_customers
4565,720570333,9,0,4786,3,4,1,13,at risk
4566,815308683,9,1,3101,3,2,1,13,at risk
4567,810875958,8,3,2473,3,2,4,43,potential_loyalists
4568,717775608,10,0,4850,4,4,1,14,at risk
4569,718766058,10,2,2123,4,2,2,24,at risk
4570,710656683,9,1,4442,3,4,1,13,at risk
4571,768390708,11,1,4006,4,3,1,14,at risk
4572,713263758,10,2,5085,4,5,2,24,at risk
4573,754564308,9,2,3601,3,3,2,23,at risk
4574,827890758,9,0,3785,3,3,1,13,at risk
4575,779945508,10,2,3808,4,3,2,24,at risk
4576,720807183,10,1,3281,4,3,1,14,at risk
4577,709309308,9,2,1704,3,1,2,23,at risk
4578,715844733,9,2,4596,3,4,2,23,at risk
4579,712332183,11,0,3934,4,3,1,14,at risk
4580,790123983,10,1,4297,4,4,1,14,at risk
4581,711721458,10,2,2329,4,2,2,24,at risk
4582,716860233,9,0,4124,3,3,1,13,at risk
4583,714678408,6,4,4727,1,4,5,51,regular customers
4584,708798483,9,2,2567,3,2,2,23,at risk
4585,708501783,10,4,1868,4,1,5,54,champions
4586,713645883,9,4,5202,3,5,5,53,potential_loyalists
4587,718622658,10,3,4472,4,4,4,44,loyal_customers
4588,710641008,9,4,2473,3,2,5,53,potential_loyalists
4589,718547358,9,2,3863,3,3,2,23,at risk
4590,716177583,10,4,4722,4,4,5,54,champions
4591,713417433,11,3,4496,4,4,4,44,loyal_customers
4592,713043183,10,4,4313,4,4,5,54,champions
4593,719328858,10,6,2342,4,2,5,54,champions
4594,718501983,6,1,4682,1,4,1,11,hibernating
4595,803800533,9,4,2866,3,2,5,53,potential_loyalists
4596,771790083,9,2,4116,3,3,2,23,at risk
4597,712817808,10,1,2045,4,2,1,14,at risk
4598,811697958,11,4,4451,4,4,5,54,champions
4599,817089408,11,2,4413,4,4,2,24,at risk
4600,803406558,7,4,4189,2,3,5,52,potential_loyalists
4601,717297708,9,3,4439,3,4,4,43,potential_loyalists
4602,808756458,9,3,3821,3,3,4,43,potential_loyalists
4603,718352358,9,2,2687,3,2,2,23,at risk
4604,780638958,10,1,4483,4,4,1,14,at risk
4605,721026033,9,2,2673,3,2,2,23,at risk
4606,719894433,10,3,2492,4,2,4,44,loyal_customers
4607,812493033,11,1,5102,4,5,1,14,at risk
4608,718256658,7,1,4554,2,4,1,12,hibernating
4609,711421233,9,3,4969,3,5,4,43,potential_loyalists
4610,710335983,11,3,4297,4,4,4,44,loyal_customers
4611,720108783,9,3,4328,3,4,4,43,potential_loyalists
4612,818259558,10,3,3951,4,3,4,44,loyal_customers
4613,708511983,9,2,3950,3,3,2,23,at risk
4614,708838908,9,4,3192,3,2,5,53,potential_loyalists
4615,778720533,10,3,2141,4,2,4,44,loyal_customers
4616,793015083,9,4,4481,3,4,5,53,potential_loyalists
4617,821336133,9,2,3927,3,3,2,23,at risk
4618,713905608,10,2,3270,4,3,2,24,at risk
4619,779164608,10,3,4224,4,3,4,44,loyal_customers
4620,714835833,9,2,4192,3,3,2,23,at risk
4621,823863033,6,1,4254,1,3,1,11,hibernating
4622,713321508,11,4,4579,4,4,5,54,champions
4623,708992733,9,2,4759,3,4,2,23,at risk
4624,709488108,10,3,1841,4,1,4,44,loyal_customers
4625,716094333,10,1,2750,4,2,1,14,at risk
4626,778567983,11,3,4512,4,4,4,44,loyal_customers
4627,712178883,10,1,3592,4,3,1,14,at risk
4628,717490008,11,1,4282,4,4,1,14,at risk
4629,718282983,9,3,4522,3,4,4,43,potential_loyalists
4630,747208083,9,2,4344,3,4,2,23,at risk
4631,820276908,9,1,2232,3,2,1,13,at risk
4632,719960133,10,2,3910,4,3,2,24,at risk
4633,711062958,10,2,3462,4,3,2,24,at risk
4634,714917583,11,2,3338,4,3,2,24,at risk
4635,767256933,10,4,4852,4,4,5,54,champions
4636,712568358,10,2,3115,4,2,2,24,at risk
4637,789182358,11,2,3991,4,3,2,24,at risk
4638,716989683,9,3,3331,3,3,4,43,potential_loyalists
4639,827968383,9,2,4084,3,3,2,23,at risk
4640,819647358,9,2,2413,3,2,2,23,at risk
4641,788966958,10,2,4613,4,4,2,24,at risk
4642,789502308,9,5,2379,3,2,5,53,potential_loyalists
4643,756458508,10,3,3309,4,3,4,44,loyal_customers
4644,714643983,9,3,4119,3,3,4,43,potential_loyalists
4645,711606558,10,2,4697,4,4,2,24,at risk
4646,824155458,11,2,4674,4,4,2,24,at risk
4647,710445183,11,2,4076,4,3,2,24,at risk
4648,802834158,10,2,1934,4,2,2,24,at risk
4649,712038258,9,3,2538,3,2,4,43,potential_loyalists
4650,712864683,9,3,1693,3,1,4,43,potential_loyalists
4651,813971283,11,2,3623,4,3,2,24,at risk
4652,764211033,10,1,4483,4,4,1,14,at risk
4653,721424583,10,3,4237,4,3,4,44,loyal_customers
4654,713886333,9,1,1682,3,1,1,13,at risk
4655,711741708,10,3,2302,4,2,4,44,loyal_customers
4656,794217108,9,1,3694,3,3,1,13,at risk
4657,715339758,9,1,4168,3,3,1,13,at risk
